,Date,Steps
0,2023-12-12,0
1,2023-12-13,0
2,2023-12-14,0
3,2023-12-15,0
4,2023-12-16,0
5,2023-12-17,0
6,2023-12-18,0
7,2023-12-19,0
8,2023-12-20,0
9,2023-12-21,0
10,2023-12-22,0
11,2023-12-23,0
12,2023-12-24,0
13,2023-12-25,0
14,2023-12-26,0
15,2023-12-27,0
16,2023-12-28,0
17,2023-12-29,0
18,2023-12-30,0
19,2023-12-31,0
20,2024-01-01,0
21,2024-01-02,0
22,2024-01-03,0
23,2024-01-04,0
24,2024-01-05,0
25,2024-01-06,0
26,2024-01-07,0
27,2024-01-08,0
28,2024-01-09,0
29,2024-01-10,0
